PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus
PAY-5998,b6603665-228c-46cf-b605-a325ef005e23,CorporateCardSettlement,2024-12-04T00:00:00,549.09,466.76,82.33,PAID
PAY-5999,b6678ab1-3fb0-44ce-8f94-724f8f4b5fbf,ExpenseReimbursement,2024-02-08T00:00:00,20.59,16.88,3.71,PAID
PAY-6000,b66bf25b-9433-4aa8-bc0a-2f38a04b6eeb,BankTransfer,2024-06-08T00:00:00,287.01,224.3,62.71,PAID
PAY-6001,b66db2ea-52a2-4497-81b8-822bb5a806b4,CorporateCardSettlement,2023-11-14T00:00:00,1414.56,1087.66,326.9,PAID
PAY-6002,b66ea5ce-074d-42ea-9319-8e596e02aa6a,ExpenseReimbursement,2024-02-14T00:00:00,1201.57,969.42,232.15,PAID
PAY-6003,b66f6a35-0174-4aba-befb-8836e11f5bbc,ExpenseReimbursement,2024-01-21T00:00:00,907.66,739.81,167.85,PAID
PAY-6004,b670cd94-747a-438a-9ae5-51f9289c91ba,ExpenseReimbursement,2024-11-13T00:00:00,1452.88,1369.75,83.13,PAID
PAY-6005,b672ca9a-5fba-4c3d-bf6c-b34e97303e8f,CorporateCardSettlement,2025-06-18T00:00:00,1278.75,1011.81,266.94,PAID
PAY-6006,b6739e24-d6cf-49dd-a261-7ee5a749a701,CorporateCardSettlement,2025-04-03T00:00:00,1192.76,1051.11,141.65,PAID
PAY-6007,b676ec26-f52c-42f9-b5aa-02b1815766d4,BankTransfer,2025-09-13T00:00:00,356.9,310.31,46.59,PAID
PAY-6008,b67f2105-5dca-48f7-8638-78ef3d4c297c,ExpenseReimbursement,2025-07-26T00:00:00,135.84,124.86,10.98,PAID
PAY-6009,b680f1d0-7aa8-46a4-8b20-5f207ed39d2f,CorporateCardSettlement,2025-03-27T00:00:00,1411.73,1139.05,272.68,PAID
PAY-6010,b68edf3a-0c25-433a-92d0-9bc4c7f624fe,BankTransfer,2024-02-08T00:00:00,93.58,83.47,10.11,PAID
PAY-6011,b68f9db8-d496-4d98-a84d-e435e19e3ba7,CorporateCardSettlement,2024-06-22T00:00:00,1407.41,1081.94,325.47,PAID
PAY-6012,b68fe805-8266-4b01-9509-8588d46c4c63,CorporateCardSettlement,2024-12-01T00:00:00,1190.21,938.74,251.47,PAID
PAY-6013,b68ff12c-8f30-4ef0-81d6-b1d72fb4ddc1,BankTransfer,2024-10-27T00:00:00,514.07,424.36,89.71,PAID
PAY-6014,b6901f35-046e-4816-91be-eae7b816f8c6,BankTransfer,2024-01-12T00:00:00,81.63,74.17,7.46,PAID
PAY-6015,b69674c2-0dcf-498e-a714-d5f3f3ee9d15,CorporateCardSettlement,2025-06-12T00:00:00,1459.53,1315.9,143.63,PAID
PAY-6016,b696ec37-f5f2-4cca-9a5e-b29686bdb64e,ExpenseReimbursement,2024-03-23T00:00:00,997.72,795.07,202.65,PAID
PAY-6017,b69d6df3-19c9-4ca7-8121-32d6fe7ed9b1,ExpenseReimbursement,2025-08-15T00:00:00,747.52,685.11,62.41,PAID
PAY-6018,b69f4b6d-109e-4cb5-bfc1-153a5399acba,BankTransfer,2024-05-30T00:00:00,1094.7,1008.64,86.06,PAID
PAY-6019,b6b46755-5af6-4cd9-9478-ed48c5a363eb,BankTransfer,2024-10-17T00:00:00,1133.9,941.46,192.44,PAID
PAY-6020,b6c17832-37e2-476a-8f09-b59f62d4e227,CorporateCardSettlement,2025-03-26T00:00:00,1409.94,1385.45,24.49,PAID
PAY-6021,b6c7acf7-0022-4be8-8cce-c02857b50244,CorporateCardSettlement,2025-08-20T00:00:00,73.24,64.93,8.31,PAID
PAY-6022,b6c819d8-ebda-4198-8fce-2271f442ee6c,CorporateCardSettlement,2025-02-14T00:00:00,1221.87,1067.71,154.16,PAID
PAY-6023,b6cee369-d888-4000-97b7-42404a4dc81a,ExpenseReimbursement,2024-05-19T00:00:00,50.65,45.85,4.8,PAID
PAY-6024,b6e2e1f9-66c9-4850-9d39-3e7b6742a88d,CorporateCardSettlement,2025-05-26T00:00:00,902.28,714.76,187.52,PAID
PAY-6025,b6e68ff0-d35f-4331-8bcf-3d6b64ae438f,CorporateCardSettlement,2025-01-29T00:00:00,471.49,355.58,115.91,PAID
PAY-6026,b6f0ced9-c68a-4d9b-8896-82c00619ab47,ExpenseReimbursement,2023-10-30T00:00:00,1449.3,1265.46,183.84,PAID
PAY-6027,b6f668ac-d501-4088-8d11-06d9e5b12238,BankTransfer,2025-01-22T00:00:00,227.45,216.52,10.93,PAID
PAY-6028,b7060375-a5ac-4e00-b929-3bd88e81437f,CorporateCardSettlement,2024-02-25T00:00:00,382.18,368.59,13.59,PAID
PAY-6029,b70dec4a-ec84-44fb-ba63-96a8fa82a638,ExpenseReimbursement,2024-10-23T00:00:00,1174.25,1153.67,20.58,PAID
PAY-6030,b70fc469-c76c-4277-8668-92cdaa7d46e4,ExpenseReimbursement,2024-12-06T00:00:00,1467.39,1376.13,91.26,PAID
PAY-6031,b7164843-6392-43cb-a72a-aa9ee0c46e55,ExpenseReimbursement,2024-01-19T00:00:00,665.59,502.1,163.49,PAID
PAY-6032,b72470ed-25c4-4036-9be4-cb9dc41ba038,ExpenseReimbursement,2024-03-03T00:00:00,180.44,170.21,10.23,PAID
PAY-6033,b7275411-e747-4e18-9e82-8470a7e696f4,BankTransfer,2024-05-03T00:00:00,690.59,559.12,131.47,PAID
PAY-6034,b728043a-4f91-48f0-84c1-62ef48b90526,ExpenseReimbursement,2024-01-04T00:00:00,800.03,642.39,157.64,PAID
PAY-6035,b72c3da5-b396-4d99-88fd-dc3f294b5d88,CorporateCardSettlement,2025-06-16T00:00:00,289.01,260.4,28.61,PAID
PAY-6036,b7391902-7e6a-441b-be09-d82a2ae06fc8,BankTransfer,2025-10-11T00:00:00,840.21,773.64,66.57,PAID
PAY-6037,b77587c8-bcdc-4c13-812b-0c030e10417a,CorporateCardSettlement,2025-08-20T00:00:00,882.92,874.03,8.89,PAID
PAY-6038,b7768d31-13e5-4383-9db3-3fb0f6914894,CorporateCardSettlement,2025-03-28T00:00:00,1263.69,1139.13,124.56,PAID
PAY-6039,b788565d-a971-4332-aa9b-d45951dca245,ExpenseReimbursement,2024-01-21T00:00:00,419.03,332.65,86.38,PAID
PAY-6040,b78e2da4-471c-4af6-8a6c-d30f54472553,CorporateCardSettlement,2025-04-18T00:00:00,1145.58,992.59,152.99,PAID
PAY-6041,b7953448-9b5b-42f7-846e-29a11a52166d,BankTransfer,2025-01-08T00:00:00,894.93,741.1,153.83,PAID
PAY-6042,b7a91d1c-b155-4a1d-abe6-ee9fbda9c897,BankTransfer,2023-12-27T00:00:00,868.53,776.89,91.64,PAID
PAY-6043,b7abfa7f-50d9-4047-bba5-99f8a62e695e,ExpenseReimbursement,2024-12-25T00:00:00,907.53,736.37,171.16,PAID
PAY-6044,b7ad5c99-97bf-4f6b-80f1-068b41074d25,BankTransfer,2024-09-23T00:00:00,1040.51,883.05,157.46,PAID
PAY-6045,b7b00608-97f0-4664-b899-834f9da0eee1,CorporateCardSettlement,2025-03-15T00:00:00,1325.5,1105.55,219.95,PAID
PAY-6046,b7b3d223-0fd0-4569-9274-d6051c90dd01,CorporateCardSettlement,2024-12-23T00:00:00,1423.43,1335.47,87.96,PAID
PAY-6047,b7b49b1e-edc9-40ed-88ae-181c8363baba,CorporateCardSettlement,2023-11-27T00:00:00,1307.68,1307.25,0.43,PAID
PAY-6048,b7b87699-d0b6-4be3-938a-32e8429ebe22,ExpenseReimbursement,2023-10-31T00:00:00,1476.98,1246.0,230.98,PAID
PAY-6049,b7c270a2-c93a-4a29-956f-742adac52aa4,CorporateCardSettlement,2024-11-13T00:00:00,234.46,223.85,10.61,PAID
PAY-6050,b7d6c9ec-bdc6-456e-9d66-d10b969fa154,BankTransfer,2023-12-17T00:00:00,1252.18,1022.41,229.77,PAID
PAY-6051,b7dc6c1b-3f06-465d-88c3-af66b7ff2b19,ExpenseReimbursement,2025-01-03T00:00:00,838.03,658.65,179.38,PAID
PAY-6052,b7e7e5dd-a145-4251-a58a-09e571d6afa0,ExpenseReimbursement,2024-12-20T00:00:00,1363.6,1336.71,26.89,PAID
PAY-6053,b7f3c6f6-90ce-46dc-803c-49b2e1d5a6dc,ExpenseReimbursement,2023-12-04T00:00:00,269.36,255.84,13.52,PAID
PAY-6054,b7f70afa-bdd9-4802-95a2-6f36597200da,CorporateCardSettlement,2025-08-18T00:00:00,1001.01,762.98,238.03,PAID
PAY-6055,b800d57e-ffb7-4930-a0a0-0f7bb216fcc6,CorporateCardSettlement,2025-02-05T00:00:00,692.61,629.89,62.72,PAID
PAY-6056,b8070ff9-629f-46c3-9211-d756dbcae566,ExpenseReimbursement,2024-01-10T00:00:00,1219.63,978.25,241.38,PAID
PAY-6057,b80d3b71-3689-49b4-86ab-a6af80bfc940,CorporateCardSettlement,2024-07-15T00:00:00,71.71,57.57,14.14,PAID
PAY-6058,b81575e6-4d34-485c-9723-3224cd4778fa,CorporateCardSettlement,2024-07-22T00:00:00,345.14,309.17,35.97,PAID
PAY-6059,b81658d0-66be-43a1-8013-509915416b3c,CorporateCardSettlement,2025-07-30T00:00:00,254.74,196.45,58.29,PAID
PAY-6060,b816b08b-310e-4972-b717-a79ba4619b2e,CorporateCardSettlement,2024-09-28T00:00:00,605.06,566.4,38.66,PAID
PAY-6061,b816c8a7-30d3-43c1-8bb7-6000c317ffb3,BankTransfer,2024-04-06T00:00:00,1298.05,1180.02,118.03,PAID
PAY-6062,b81767a7-3754-4553-b1b8-8c829ce76a4e,ExpenseReimbursement,2025-04-27T00:00:00,288.42,218.59,69.83,PAID
PAY-6063,b81bce92-968c-4d0a-af1f-f4e0be98e150,ExpenseReimbursement,2024-07-07T00:00:00,45.68,40.83,4.85,PAID
PAY-6064,b81c32b7-7d8c-4430-a3ba-8a5632bc02fe,CorporateCardSettlement,2024-09-27T00:00:00,1175.51,1091.66,83.85,PAID
PAY-6065,b81e644f-885e-4f9e-8c37-4ab73eb97d0c,ExpenseReimbursement,2024-04-16T00:00:00,1159.65,1086.07,73.58,PAID
PAY-6066,b8225d2d-08e8-4456-a4ca-ae0779b5f08a,CorporateCardSettlement,2024-01-16T00:00:00,466.74,416.73,50.01,PAID
PAY-6067,b8257523-84b5-45f8-b59e-f4564ae7d30d,ExpenseReimbursement,2024-08-10T00:00:00,694.9,523.35,171.55,PAID
PAY-6068,b8287158-2187-4e7c-a899-7bdadbd11a41,CorporateCardSettlement,2025-01-01T00:00:00,1284.52,1191.82,92.7,PAID
PAY-6069,b828fd69-4645-460c-8a49-502f7993bbb9,BankTransfer,2024-12-28T00:00:00,931.77,860.57,71.2,PAID
PAY-6070,b830325b-8896-4ebd-8d7c-49ee7887795a,ExpenseReimbursement,2023-11-17T00:00:00,344.4,317.22,27.18,PAID
PAY-6071,b83bdd9d-05ef-4d97-8bfb-284b3eba7bc9,BankTransfer,2025-04-10T00:00:00,743.22,608.19,135.03,PAID
PAY-6072,b83f5c2e-8bc2-4046-9d32-4fffdba2ae74,CorporateCardSettlement,2023-10-29T00:00:00,1252.73,1154.7,98.03,PAID
PAY-6073,b843fa81-c79b-43dc-9443-8614cd4c0e4d,BankTransfer,2025-02-05T00:00:00,1148.55,1076.64,71.91,PAID
PAY-6074,b8486fd8-cc28-49cf-ab76-c4f338c80c89,ExpenseReimbursement,2025-01-06T00:00:00,1257.17,959.21,297.96,PAID
PAY-6075,b84885b1-32ad-4880-8639-93704a887f92,ExpenseReimbursement,2025-01-08T00:00:00,1180.28,1006.7,173.58,PAID
PAY-6076,b8531b09-9b9c-452a-b289-471a9c9aea6e,BankTransfer,2025-08-25T00:00:00,151.87,124.77,27.1,PAID
PAY-6077,b8533dda-6d61-413e-88ca-27cf1fa5a1ea,BankTransfer,2024-11-01T00:00:00,465.14,428.19,36.95,PAID
PAY-6078,b85dcc7a-3ac8-4a97-8d02-a91d87e059f2,ExpenseReimbursement,2024-07-19T00:00:00,268.84,223.57,45.27,PAID
PAY-6079,b865f35a-9502-4641-b821-e704992e9a6d,BankTransfer,2023-12-26T00:00:00,916.56,767.39,149.17,PAID
PAY-6080,b86d9431-8a68-4fc6-a8cf-dbf2e28a2897,BankTransfer,2025-06-16T00:00:00,1146.57,861.88,284.69,PAID
PAY-6081,b86f71ad-13c3-40cb-b285-12b5f11d3721,CorporateCardSettlement,2024-08-15T00:00:00,119.77,115.91,3.86,PAID
PAY-6082,b87114e5-38e6-4e86-ab0b-321d84fdb671,ExpenseReimbursement,2024-07-19T00:00:00,1119.17,1089.77,29.4,PAID
PAY-6083,b87ad00c-c6af-4c71-bd07-0ecb27b87e35,BankTransfer,2025-08-15T00:00:00,1113.38,948.94,164.44,PAID
PAY-6084,b87b3a6a-989c-4694-a250-9190aa3e60c5,CorporateCardSettlement,2025-05-31T00:00:00,1204.67,1016.35,188.32,PAID
PAY-6085,b87c02df-3e80-4410-89f8-bf0f4c13843e,ExpenseReimbursement,2023-11-13T00:00:00,1226.48,1125.63,100.85,PAID
PAY-6086,b8805a68-b934-4111-8144-a96d2cccd3b9,ExpenseReimbursement,2025-09-03T00:00:00,513.21,455.04,58.17,PAID
PAY-6087,b8877c7b-3efd-4386-be4e-72c089b63a31,BankTransfer,2024-04-27T00:00:00,592.79,455.15,137.64,PAID
PAY-6088,b88a1fb6-8ae0-4289-96ab-681682053dfc,BankTransfer,2023-11-23T00:00:00,1477.98,1448.16,29.82,PAID
PAY-6089,b8adc41d-b5c4-404c-bdd2-8bd0c64c2bb3,ExpenseReimbursement,2024-11-02T00:00:00,1252.94,1120.47,132.47,PAID
PAY-6090,b8babb52-dcf9-46c2-8106-644946f45f96,BankTransfer,2024-07-26T00:00:00,287.7,235.7,52.0,PAID
PAY-6091,b8bb0640-1145-4488-962a-93052c426651,ExpenseReimbursement,2024-07-27T00:00:00,1028.06,884.31,143.75,PAID
PAY-6092,b8bfaa00-a3b5-4fed-b902-6d063105147e,ExpenseReimbursement,2024-07-10T00:00:00,1478.26,1382.04,96.22,PAID
PAY-6093,b8c0302f-f4f7-477f-b568-a8ff68ae20ef,ExpenseReimbursement,2023-10-24T00:00:00,385.98,292.78,93.2,PAID
PAY-6094,b8c3478b-eb12-4387-ba93-0cd3c9325c2d,BankTransfer,2025-09-18T00:00:00,1052.08,803.55,248.53,PAID
PAY-6095,b8cbd479-94c6-423c-8f49-e5d4929ae765,CorporateCardSettlement,2025-09-08T00:00:00,516.65,418.63,98.02,PAID
PAY-6096,b8cd1052-25c7-4619-8ea1-6a5bd28cac92,CorporateCardSettlement,2024-01-29T00:00:00,1404.96,1356.92,48.04,PAID
PAY-6097,b8cd1aa7-2e8a-482e-b600-e425e25a5e23,CorporateCardSettlement,2025-05-13T00:00:00,434.95,344.39,90.56,PAID
PAY-6098,b8d011b3-c87c-4376-bc4c-a59fa7c5991b,CorporateCardSettlement,2024-04-01T00:00:00,748.08,672.23,75.85,PAID
PAY-6099,b8d2ad48-99cf-4726-b9e1-8d6d6d502d18,ExpenseReimbursement,2025-05-11T00:00:00,693.01,561.72,131.29,PAID
PAY-6100,b8d42a93-aa5a-48c6-b462-b7151f7d21f3,CorporateCardSettlement,2025-06-16T00:00:00,883.78,858.76,25.02,PAID
PAY-6101,b8d4ec1e-a33d-4a08-a36e-08bffa117a1c,CorporateCardSettlement,2024-03-28T00:00:00,495.54,399.13,96.41,PAID
PAY-6102,b8dbf096-2380-4fa6-946d-b9ff9410350a,BankTransfer,2025-07-17T00:00:00,630.75,629.26,1.49,PAID
PAY-6103,b8dc2b47-8259-4640-b2ec-ea5db4e39347,ExpenseReimbursement,2025-09-22T00:00:00,1257.72,1192.39,65.33,PAID
PAY-6104,b8dda4cd-2e7c-443a-a0bc-78239bf5ffbe,CorporateCardSettlement,2024-09-06T00:00:00,328.36,275.58,52.78,PAID
PAY-6105,b8e26aff-c8ca-49ed-a6cc-d99199470f7e,ExpenseReimbursement,2024-04-11T00:00:00,798.13,750.3,47.83,PAID
PAY-6106,b8e69c9d-af33-43fb-b0b4-cfa402a121c8,CorporateCardSettlement,2025-07-07T00:00:00,1119.29,1117.98,1.31,PAID
PAY-6107,b8ed609d-c319-44e3-a89e-658299016789,CorporateCardSettlement,2024-03-01T00:00:00,780.71,728.83,51.88,PAID
PAY-6108,b8ee2024-b4e8-4a04-8fea-90552afab726,BankTransfer,2025-04-24T00:00:00,285.49,262.46,23.03,PAID
PAY-6109,b8f08236-434c-4f86-9091-d4fc836e74b5,CorporateCardSettlement,2025-08-22T00:00:00,70.14,53.4,16.74,PAID
PAY-6110,b911f0e4-74f0-4751-be75-6645dea17efa,CorporateCardSettlement,2024-08-08T00:00:00,244.28,205.18,39.1,PAID
PAY-6111,b91541cb-eb0b-45d9-81a5-74c46fff4e4c,CorporateCardSettlement,2023-10-15T00:00:00,195.46,189.37,6.09,PAID
PAY-6112,b91db280-ea72-4374-8c6b-3d2a95347e63,BankTransfer,2025-09-29T00:00:00,831.22,726.7,104.52,PAID
PAY-6113,b92ea720-b068-40b2-bec1-25781203a4c1,ExpenseReimbursement,2024-11-20T00:00:00,1344.27,1052.85,291.42,PAID
PAY-6114,b934f6f9-a4cf-48d1-97b3-798c916d7c68,CorporateCardSettlement,2025-04-09T00:00:00,489.94,470.34,19.6,PAID
PAY-6115,b9488a7f-ca7a-476e-b477-6d796f5ea46e,ExpenseReimbursement,2024-06-19T00:00:00,991.16,863.56,127.6,PAID
PAY-6116,b9497a81-4bed-43e0-83a3-8b146c8a2c80,CorporateCardSettlement,2025-08-03T00:00:00,483.49,372.97,110.52,PAID
PAY-6117,b955925a-19a3-4abe-a616-e724c4e5677b,ExpenseReimbursement,2023-12-25T00:00:00,490.46,479.67,10.79,PAID
PAY-6118,b95d9abd-d1dc-44ba-8749-320532dc58a0,CorporateCardSettlement,2025-02-22T00:00:00,517.76,421.91,95.85,PAID
PAY-6119,b95e1819-c256-4c25-8219-a26b92020b2f,BankTransfer,2025-03-22T00:00:00,1136.66,913.96,222.7,PAID
PAY-6120,b9693ee9-8747-4e23-b901-e43aa3ad6ca8,BankTransfer,2024-03-25T00:00:00,1204.04,923.12,280.92,PAID
PAY-6121,b96c58bb-a1d2-412b-86d5-9f8c4336a9f4,ExpenseReimbursement,2024-11-18T00:00:00,1308.62,1278.36,30.26,PAID
PAY-6122,b97c132a-d7a9-457b-b569-115625e05d9f,BankTransfer,2025-06-11T00:00:00,1496.69,1158.82,337.87,PAID
PAY-6123,b981ac20-6163-4152-a786-e961e0c59424,BankTransfer,2025-02-18T00:00:00,1346.82,1247.02,99.8,PAID
PAY-6124,b98e7394-8dc3-47e8-b90b-73a59013f291,CorporateCardSettlement,2024-03-27T00:00:00,1102.04,923.0,179.04,PAID
PAY-6125,b99ac6b2-c891-43a3-80f0-8a154f8bb528,ExpenseReimbursement,2024-02-07T00:00:00,1019.18,898.43,120.75,PAID
PAY-6126,b99d862a-b4a1-4215-98dc-ee9a36d520d5,CorporateCardSettlement,2023-11-14T00:00:00,1462.83,1396.63,66.2,PAID
PAY-6127,b9a1ddbd-3609-49c2-8903-271d3560fe42,BankTransfer,2025-02-26T00:00:00,201.47,164.58,36.89,PAID
PAY-6128,b9ab77cf-5487-4f0c-b225-d52527880390,ExpenseReimbursement,2024-02-27T00:00:00,1111.46,1089.63,21.83,PAID
PAY-6129,b9b40657-a575-4364-a502-abd3e9bfdd7c,ExpenseReimbursement,2024-09-19T00:00:00,1475.41,1464.47,10.94,PAID
PAY-6130,b9c20bd5-14e8-45c0-b144-342691a3a43a,CorporateCardSettlement,2024-06-22T00:00:00,950.97,836.26,114.71,PAID
PAY-6131,b9c8f547-8111-4af3-a2a6-cf539005694d,CorporateCardSettlement,2025-07-13T00:00:00,1331.07,1109.41,221.66,PAID
PAY-6132,b9e7d6c9-9e5f-42d7-b667-ad1e46788858,BankTransfer,2024-02-08T00:00:00,983.69,770.27,213.42,PAID
PAY-6133,b9f133f3-31d6-483e-a85f-4d49bc675b67,BankTransfer,2025-02-08T00:00:00,413.98,330.39,83.59,PAID
PAY-6134,b9f8e972-f29a-49f7-be48-2f04764219d2,ExpenseReimbursement,2025-06-10T00:00:00,841.42,700.62,140.8,PAID
PAY-6135,ba06a89d-7908-4c90-8581-2322e9c01b9f,BankTransfer,2024-01-03T00:00:00,237.99,211.14,26.85,PAID
PAY-6136,ba0ac926-6dc5-472d-80d6-53c040741621,CorporateCardSettlement,2024-09-10T00:00:00,1058.29,803.35,254.94,PAID
PAY-6137,ba0af7a4-3145-4b19-b876-03fae5f800e5,CorporateCardSettlement,2025-03-01T00:00:00,422.38,362.27,60.11,PAID
PAY-6138,ba1124b7-cd4c-4e12-aeb2-b674d17d8a4f,BankTransfer,2024-03-15T00:00:00,1492.51,1194.83,297.68,PAID
PAY-6139,ba141bdc-0fed-4de9-aeea-5761b4f73d5e,ExpenseReimbursement,2024-08-28T00:00:00,611.22,605.96,5.26,PAID
PAY-6140,ba1db8e6-740d-4847-8ff3-6d827e1250a5,BankTransfer,2024-12-20T00:00:00,1240.54,1006.14,234.4,PAID
PAY-6141,ba31b1ae-6b04-4757-b620-fc8457a81163,BankTransfer,2025-09-14T00:00:00,944.23,811.73,132.5,PAID
PAY-6142,ba33ebd7-f6a5-46d7-ab1c-1518c763d7f4,BankTransfer,2025-02-17T00:00:00,1371.74,1204.52,167.22,PAID
PAY-6143,ba3c2da9-4987-4c9a-9671-bbb0361e7340,BankTransfer,2024-08-24T00:00:00,1196.5,1064.94,131.56,PAID
PAY-6144,ba3d58cf-9e3e-49e2-a5fa-0a96213a2e5d,CorporateCardSettlement,2024-03-24T00:00:00,1130.88,1106.86,24.02,PAID
PAY-6145,ba41ba6c-213a-4acb-a8bb-03abd1176de2,BankTransfer,2024-05-31T00:00:00,38.3,31.67,6.63,PAID
PAY-6146,ba455454-0cd5-4ce9-a0df-b6f948d232c2,ExpenseReimbursement,2024-12-16T00:00:00,823.14,747.5,75.64,PAID
PAY-6147,ba4776a6-8ae2-45db-b096-9f2a18308cf9,ExpenseReimbursement,2025-03-28T00:00:00,1162.26,1006.58,155.68,PAID
PAY-6148,ba52ed11-b0fc-4003-8f69-a56ad3cbfeb0,BankTransfer,2025-06-22T00:00:00,1018.79,957.75,61.04,PAID
PAY-6149,ba577d94-3087-4005-a275-e56cb99a2726,BankTransfer,2024-04-28T00:00:00,489.64,469.03,20.61,PAID
PAY-6150,ba5c6585-962d-4cf4-855e-a71596aaef0b,BankTransfer,2025-07-20T00:00:00,72.47,61.45,11.02,PAID
PAY-6151,ba77584d-fc1d-444e-bb53-6c6b4edb1f20,CorporateCardSettlement,2024-05-28T00:00:00,1489.15,1322.22,166.93,PAID
PAY-6152,ba807c89-437c-4cc1-ae01-0c86b37b3ccb,ExpenseReimbursement,2025-05-13T00:00:00,919.35,781.04,138.31,PAID
PAY-6153,ba81778a-5547-49c5-809c-50dd59fe9570,ExpenseReimbursement,2024-08-27T00:00:00,1342.02,1071.22,270.8,PAID
PAY-6154,ba81856a-b4fb-485f-bd5b-9f0d6fde21cf,ExpenseReimbursement,2024-04-19T00:00:00,779.93,587.79,192.14,PAID
PAY-6155,ba8e2eaa-9b58-4636-91be-e5f348d118bc,CorporateCardSettlement,2025-03-28T00:00:00,842.8,665.09,177.71,PAID
PAY-6156,ba941aab-3f4a-44ea-b372-68ead543b2bc,ExpenseReimbursement,2024-05-11T00:00:00,1294.49,1104.13,190.36,PAID
PAY-6157,ba982707-f303-4fa3-9542-3f0351df43ac,CorporateCardSettlement,2024-08-16T00:00:00,805.11,680.54,124.57,PAID
PAY-6158,ba9c5142-f77f-4d69-bda7-d241c21109df,CorporateCardSettlement,2025-05-17T00:00:00,282.79,213.76,69.03,PAID
PAY-6159,ba9cfcf0-c806-4bb9-9f1a-2e8b827a8426,BankTransfer,2024-04-20T00:00:00,506.44,502.42,4.02,PAID
PAY-6160,baa49806-e84f-4dca-980e-1607af5b5118,ExpenseReimbursement,2024-09-23T00:00:00,882.77,708.52,174.25,PAID
PAY-6161,bab4ca01-399b-403c-9195-ae066f94dd39,CorporateCardSettlement,2025-02-20T00:00:00,1357.32,1122.99,234.33,PAID
PAY-6162,babedf94-17d9-47cd-8fc0-d8dd413504f0,BankTransfer,2025-03-31T00:00:00,630.14,588.65,41.49,PAID
PAY-6163,bac02d21-8024-4854-bbc7-f571a1158c21,ExpenseReimbursement,2025-05-30T00:00:00,752.29,701.74,50.55,PAID
PAY-6164,bad22656-deb3-4d19-8afb-9f2f502c04af,CorporateCardSettlement,2024-04-05T00:00:00,913.04,831.19,81.85,PAID
PAY-6165,bad25aa7-37e4-4789-95a8-ccfc2ddf592e,ExpenseReimbursement,2025-05-14T00:00:00,362.14,284.14,78.0,PAID
PAY-6166,bad39ff7-5795-4b37-9965-32f92808982e,CorporateCardSettlement,2023-11-02T00:00:00,244.07,237.62,6.45,PAID
PAY-6167,bae70522-a601-45d5-a792-1abec85d2541,ExpenseReimbursement,2024-04-13T00:00:00,1445.92,1180.97,264.95,PAID
PAY-6168,bae90237-1549-497b-9186-d59a3ad1a46a,BankTransfer,2023-09-30T00:00:00,593.86,479.46,114.4,PAID
PAY-6169,bae9e617-343e-4d00-a015-c0bc8c9eaa88,ExpenseReimbursement,2023-12-05T00:00:00,104.17,83.05,21.12,PAID
PAY-6170,baf4865b-9111-4bed-95e2-2baffad127a4,CorporateCardSettlement,2024-11-07T00:00:00,1049.5,858.37,191.13,PAID
PAY-6171,baf6b209-da3b-45a6-802d-7323eba67aea,CorporateCardSettlement,2024-03-17T00:00:00,1492.4,1183.14,309.26,PAID
PAY-6172,baf7e596-292b-416a-9a64-4fb74d9a768e,CorporateCardSettlement,2023-10-16T00:00:00,821.37,633.91,187.46,PAID
PAY-6173,bb0c8c05-3449-4606-b2be-7aa3d0b4fe5b,CorporateCardSettlement,2025-03-14T00:00:00,535.16,518.92,16.24,PAID
PAY-6174,bb0dca34-495f-4fe7-ac10-9785704eee57,CorporateCardSettlement,2024-02-08T00:00:00,763.15,648.37,114.78,PAID
PAY-6175,bb13e2a8-ed5e-42ea-a6ed-ba3862d4c687,ExpenseReimbursement,2025-07-24T00:00:00,1279.79,1125.3,154.49,PAID
PAY-6176,bb17e10e-7275-40a7-9e5d-73dc3de9c849,CorporateCardSettlement,2025-09-04T00:00:00,318.93,286.05,32.88,PAID
PAY-6177,bb1e9a64-313a-4a14-a14e-a3fe6573cad7,ExpenseReimbursement,2025-06-24T00:00:00,1231.88,949.39,282.49,PAID
PAY-6178,bb1ecea5-0e2b-49a9-b51a-a7d9e38117aa,CorporateCardSettlement,2025-09-02T00:00:00,148.33,119.97,28.36,PAID
PAY-6179,bb21bff4-9f1b-4c80-af24-aad5190a5a26,ExpenseReimbursement,2023-11-03T00:00:00,1173.9,898.14,275.76,PAID
PAY-6180,bb23e4f4-e0ac-4efc-92a3-2ae6f0e4966b,CorporateCardSettlement,2025-07-22T00:00:00,1083.76,901.49,182.27,PAID
PAY-6181,bb32970c-9b18-42c6-b8e8-456e78063d7f,ExpenseReimbursement,2024-01-20T00:00:00,129.33,125.45,3.88,PAID
PAY-6182,bb47ab58-ae49-472c-ae37-ff14ea731e7d,CorporateCardSettlement,2025-07-21T00:00:00,309.94,282.2,27.74,PAID
PAY-6183,bb5041c7-ad8d-424e-8ee2-cc4d3c11c2ee,CorporateCardSettlement,2023-12-10T00:00:00,1153.7,908.82,244.88,PAID
PAY-6184,bb59eff8-c6fb-4778-96a8-390b6258f54a,CorporateCardSettlement,2023-11-09T00:00:00,955.43,807.01,148.42,PAID
PAY-6185,bb641608-bfd9-45cd-a7d2-b3295055dffa,CorporateCardSettlement,2024-04-20T00:00:00,1121.02,938.91,182.11,PAID
